"PATHWAY SORTORDER","BIOCHEMICAL","SUPER PATHWAY","SUB PATHWAY","COMP ID","PLATFORM","CHEMICAL ID","RI","MASS","PUBCHEM","CAS","KEGG","Group                 HMDB"
"1373","docosatrienoate (22:3n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","32417","LC/MS Neg","100001195","5823","333.2799","5312556","59708-86-0","C16534","HMDB02823"
"1489","dodecadienoate (12:2)*","Lipid","Fatty Acid, Dicarboxylate","62276","LC/MS Neg","100020478","5146","195.13910000000001",NA,NA,NA,NA
"1491","dodecanedioate (C12)","Lipid","Fatty Acid, Dicarboxylate","32388","LC/MS Neg","100001102","2990","229.14449999999999","12736","693-23-2","C02678","HMDB00623"
"1498","dodecenedioate (C12:1-DC)*","Lipid","Fatty Acid, Dicarboxylate","61864","LC/MS Neg","100019972","2700","227.12889999999999",NA,NA,NA,NA
"200","dopamine 3-O-sulfate","Amino Acid","Tyrosine Metabolism","48407","LC/MS Neg","100006361","1556.2","232.02850000000001","122136",NA,"C13690","HMDB06275"
"199","dopamine 4-sulfate","Amino Acid","Tyrosine Metabolism","48406","LC/MS Neg","100006360","1511","232.02850000000001","123932",NA,"C13691","HMDB04148"
"5184","ectoine","Xenobiotics","Chemical","35651","LC/MS Pos Early","100001635","1980","143.08150000000001","126041","96702-03-3","C06231",NA
"5185","EDTA","Xenobiotics","Chemical","22163","LC/MS Neg","100001002","643","291.08339999999998","6049","60-00-4","C00284","HMDB15109"
"1506","eicosanedioate (C20-DC)","Lipid","Fatty Acid, Dicarboxylate","39831","LC/MS Neg","100002951","5200.8999999999996","341.2697","75502","2424-92-2",NA,NA
"1369","eicosapentaenoate (EPA; 20:5n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","18467","LC/MS Neg","2050","5450","301.21730000000002","446284","10-2005-9;10417-94-4","C06428","HMDB01999"
"1696","eicosapentaenoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)","53258","LC/MS Pos Late","100009336","1343","388.32100000000003",NA,NA,NA,NA
"1507","eicosenedioate (C20:1-DC)*","Lipid","Fatty Acid, Dicarboxylate","62923","LC/MS Neg","100021105","5095","339.25409999999999",NA,NA,NA,NA
"1352","eicosenoate (20:1n9 or 1n11)","Lipid","Long Chain Monounsaturated Fatty Acid","33587","LC/MS Neg","100001335","5950","309.2799","5282768",NA,"C16526","HMDB02231"
"1641","eicosenoylcarnitine (C20:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","57519","LC/MS Pos Late","100015838","1484","454.38909999999998",NA,NA,NA,NA
"2969","epiandrosterone sulfate","Lipid","Androgenic Steroids","33973","LC/MS Neg","100001287","4855","369.17410000000001","9929317","22229-22-7",NA,NA
"4315","equol sulfate","Xenobiotics","Food Component/Plant","40478","LC/MS Neg","100003429","3630","321.04379999999998",NA,NA,NA,NA
"4316","ergothioneine","Xenobiotics","Food Component/Plant","37459","LC/MS Pos Early","100002154","850","230.0958","3032311","58511-63-0","C05570","HMDB03045"
"1356","erucate (22:1n9)","Lipid","Long Chain Monounsaturated Fatty Acid","1552","LC/MS Neg","1087","6355.6","337.31119999999999","5281116","112-86-7","C08316","HMDB02068"
"4318","erythritol","Xenobiotics","Food Component/Plant","20699","LC/MS Polar","100000846","1491","167.05609999999999","222285","149-32-6","C00503","HMDB02994"
"1257","erythronate*","Carbohydrate","Aminosugar Metabolism","42420","LC/MS Polar","100001320","2186","135.0299","2781043","88759-55-1",NA,"HMDB00613"
"4998","escitalopram","Xenobiotics","Drug - Psychoactive","40459","LC/MS Pos Late","100003444","908","325.17110000000002","146570","219861-08-2","D07913","HMDB05028"
"3037","estriol","Lipid","Estrogenic Steroids","17662","LC/MS Neg","100000041","4291","287.1653","5756","50-27-1","C05141","HMDB00153"
"3040","estriol 16-glucuronide","Lipid","Estrogenic Steroids","57799","LC/MS Neg","100005412","3533","463.19740000000002",NA,"1852-50-2",NA,NA
"3038","estriol 3-sulfate","Lipid","Estrogenic Steroids","21294","LC/MS Neg","100000701","3380","367.12209999999999",NA,"50-27-1","C05141","HMDB00153"
"3039","estriol-3-glucuronide","Lipid","Estrogenic Steroids","47108","LC/MS Neg","100002850","2724","463.19740000000002","160638","2479-91-6",NA,NA
"3025","estrone 3-sulfate","Lipid","Estrogenic Steroids","18474","LC/MS Neg","1230","4417.3","349.11149999999998","3001028","438-67-5","C02538","HMDB01425"
"4113","ethyl maltol sulfate","Xenobiotics","Food Component/Plant","62314","LC/MS Neg","100006255","2010","218.99690000000001",NA,NA,NA,NA
"341","ethylmalonate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","15765","LC/MS Polar","2054","2785","131.035","11756","601-75-2",NA,"HMDB00622"
"2980","etiocholanolone glucuronide","Lipid","Androgenic Steroids","47112","LC/MS Neg","100005403","4915","465.24939999999998","270605","621890",NA,"HMDB04484"
"4524","eugenol sulfate","Xenobiotics","Food Component/Plant","48715","LC/MS Neg","100006171","3782","243.0333","180632","95480-60-7",NA,NA
"4324","ferulic acid 4-sulfate","Xenobiotics","Food Component/Plant","47114","LC/MS Neg","100005389","1200","273.00740000000002","6305574","86321-29-1",NA,"HMDB29200"
"998","Fibrinopeptide A (2-15)","Peptide","Fibrinogen Cleavage Peptide","62809","LC/MS Neg","100020902","2120","653.26620000000003",NA,NA,NA,NA
"999","Fibrinopeptide A (3-15)","Peptide","Fibrinogen Cleavage Peptide","62808","LC/MS Neg","100020901","2419","595.7527",NA,NA,NA,NA
"1001","Fibrinopeptide A (3-16)","Peptide","Fibrinogen Cleavage Peptide","62811","LC/MS Neg","100020903","2786","673.80330000000004",NA,NA,NA,NA
"1000","Fibrinopeptide A (4-15)","Peptide","Fibrinogen Cleavage Peptide","62810","LC/MS Neg","100020904","2570","552.23670000000004",NA,NA,NA,NA
"1002","Fibrinopeptide A (5-16)*","Peptide","Fibrinogen Cleavage Peptide","62148","LC/MS Pos Early","100020274","3387","603.79250000000002",NA,NA,NA,NA
"1005","DSGEGDFXAEGGGVR*","Peptide","Fibrinogen Cleavage Peptide","31548","LC/MS Neg","100001323","2535","731.31679999999994",NA,NA,NA,NA
"1018","Fibrinopeptide B (1-11)","Peptide","Fibrinogen Cleavage Peptide","62815","LC/MS Neg","100020912","2389","411.48899999999998",NA,NA,NA,NA
"1019","Fibrinopeptide B (1-12)","Peptide","Fibrinogen Cleavage Peptide","62814","LC/MS Neg","100020910","2366","661.25310000000002",NA,NA,NA,NA
"1020","Fibrinopeptide B (1-13)","Peptide","Fibrinogen Cleavage Peptide","62813","LC/MS Neg","100020908","2482","696.77170000000001",NA,NA,NA,NA
"1017","Fibrinopeptide B (1-9)","Peptide","Fibrinogen Cleavage Peptide","62816","LC/MS Neg","100020913","905","313.4434",NA,NA,NA,NA
"4783","fluconazole","Xenobiotics","Drug - Antibiotic","57707","LC/MS Polar","100015972","836","351.10230000000001","3365","86386-73-4","D00322","HMDB14342"
"76","formiminoglutamate","Amino Acid","Histidine Metabolism","43493","LC/MS Pos Early","100002500","1880","175.07130000000001","439233","816-90-0","C00439","HMDB00854"
"1176","fructose","Carbohydrate","Fructose, Mannose and Galactose Metabolism","48195","LC/MS Polar","878","2065","225.0616","5984","57-48-7","C00095","HMDB00660"
"111","fructosyllysine","Amino Acid","Lysine Metabolism","46227","LC/MS Pos Early","100005373","2784","309.16559999999998","123708","21291-40-7",NA,NA
"1275","fumarate","Energy","TCA Cycle","1643","LC/MS Polar","330","3084","115.00369999999999","444972","100-17-8","C00122","HMDB00134"
"1202","galactonate","Carbohydrate","Fructose, Mannose and Galactose Metabolism","27719","LC/MS Polar","100001026","3085","195.05099999999999","128869","299-28-5","C00880","HMDB00565"
"50","gamma-carboxyglutamate","Amino Acid","Glutamate Metabolism","38754","LC/MS Pos Early","100002679","903","192.05029999999999","40772","56271-99-9",NA,"HMDB41900"
"3908","gamma-CEHC","Cofactors and Vitamins","Tocopherol Metabolism","44876","LC/MS Neg","100002094","3843","263.12889999999999","133098","178167-75-4",NA,"HMDB01931"
"555","gamma-glutamyl-2-aminobutyrate","Peptide","Gamma-glutamyl Amino Acid","37092","LC/MS Pos Early","100001502","2380","233.11320000000001",NA,"16869-42-4",NA,NA
"537","gamma-glutamylalanine","Peptide","Gamma-glutamyl Amino Acid","37063","LC/MS Pos Early","100001843","1986","219.0976","440103","5875-41-2",NA,"HMDB29142"
"545","gamma-glutamyl-alpha-lysine","Peptide","Gamma-glutamyl Amino Acid","55015","LC/MS Pos Early","100010901","2784","276.15539999999999","65254",NA,NA,NA
"554","gamma-glutamylcitrulline*","Peptide","Gamma-glutamyl Amino Acid","62104","LC/MS Pos Early","100020241","1644","305.1456",NA,NA,NA,NA
"546","gamma-glutamyl-epsilon-lysine","Peptide","Gamma-glutamyl Amino Acid","33934","LC/MS Pos Early","100001262","2725","276.15539999999999","7015685","17105-15-6",NA,"HMDB03869"
"539","gamma-glutamylglutamate","Peptide","Gamma-glutamyl Amino Acid","36738","LC/MS Pos Early","331","1775","277.10300000000001","92865","1116-22-9","C05282","HMDB11737"
"540","gamma-glutamylglutamine","Peptide","Gamma-glutamyl Amino Acid","2730","LC/MS Pos Early","1140","1430","276.11900000000003","150914","10148-81-9","C05283","HMDB11738"
"541","gamma-glutamylglycine","Peptide","Gamma-glutamyl Amino Acid","33949","LC/MS Pos Early","100001294","1535","205.08189999999999","165527","1948-29-4",NA,"HMDB11667"
"542","gamma-glutamylhistidine","Peptide","Gamma-glutamyl Amino Acid","18245","LC/MS Pos Early","1235","2740","285.11939999999998","7017195","37460-15-4",NA,NA
"543","gamma-glutamylisoleucine*","Peptide","Gamma-glutamyl Amino Acid","34456","LC/MS Pos Early","100001485","2940","261.14449999999999","14253342",NA,NA,"HMDB11170"
"544","gamma-glutamylleucine","Peptide","Gamma-glutamyl Amino Acid","18369","LC/MS Pos Early","1268","2991","261.14449999999999","151023","2566-39-4",NA,"HMDB11171"
"547","gamma-glutamylmethionine","Peptide","Gamma-glutamyl Amino Acid","44872","LC/MS Pos Early","100001313","2640","279.10090000000002","7009567","17663-87-5",NA,"HMDB29155"
"548","gamma-glutamylphenylalanine","Peptide","Gamma-glutamyl Amino Acid","33422","LC/MS Pos Early","100000491","2992","295.12889999999999","111299","7432-24-8",NA,"HMDB00594"
"549","gamma-glutamylthreonine","Peptide","Gamma-glutamyl Amino Acid","33364","LC/MS Pos Early","100001314","1750","249.10810000000001","76078708","5652-48-2",NA,"HMDB29159"
"551","gamma-glutamyltyrosine","Peptide","Gamma-glutamyl Amino Acid","2734","LC/MS Pos Early","1102","2518","311.12380000000002","94340","7432-23-7",NA,"HMDB11741"
"552","gamma-glutamylvaline","Peptide","Gamma-glutamyl Amino Acid","43829","LC/MS Pos Early","100001126","2700","247.12889999999999","7015683","2746-34-1",NA,"HMDB11172"
"3922","gamma-tocopherol/beta-tocopherol","Cofactors and Vitamins","Tocopherol Metabolism","52473","LC/MS Pos Late","100008998","2384","416.36430000000001",NA,NA,NA,NA
"4302","genistein sulfate*","Xenobiotics","Food Component/Plant","62061","LC/MS Neg","100020207","3616","349.00240000000002",NA,NA,NA,NA
"195","gentisate","Amino Acid","Tyrosine Metabolism","18280","LC/MS Polar","100000447","905","153.01929999999999","3469","490-79-9","C00628","HMDB00152"
"4235","gluconate","Xenobiotics","Food Component/Plant","587","LC/MS Polar","338","2922","195.05099999999999","10690","527-07-1","C00257","HMDB00625"
"1060","glucose","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","48152","LC/MS Polar","572","2342","225.0616","79025","50-99-7","C00031","HMDB00122"
"1234","glucuronate","Carbohydrate","Aminosugar Metabolism","15443","LC/MS Polar","100000257","3233.3","193.03540000000001","444791","207300-70-7","C00191","HMDB00127"
"5299","glucuronide of C10H18O2 (1)*","Partially Characterized Molecules","Partially Characterized Molecules","61881","LC/MS Neg","100019990","2728","345.15550000000002",NA,NA,NA,NA
"5305","glucuronide of C10H18O2 (7)*","Partially Characterized Molecules","Partially Characterized Molecules","61887","LC/MS Neg","100020014","3790","345.15550000000002",NA,NA,NA,NA
"5306","glucuronide of C10H18O2 (8)*","Partially Characterized Molecules","Partially Characterized Molecules","61888","LC/MS Neg","100020015","3865","345.15550000000002",NA,NA,NA,NA
"4416","glucuronide of piperine metabolite C17H21NO3 (4)*","Xenobiotics","Food Component/Plant","62291","LC/MS Neg","100020492","3992","462.17700000000002",NA,NA,NA,NA
"989","glu-gly-asn-val","Peptide","Polypeptide","62917","LC/MS Pos Early","100021107","2675","418.19319999999999",NA,NA,NA,NA
"42","glutamate","Amino Acid","Glutamate Metabolism","57","LC/MS Pos Early","561","1500","148.06039999999999","611","56-86-0","C00025","HMDB00148"
"43","glutamine","Amino Acid","Glutamate Metabolism","53","LC/MS Pos Early","563","1291","147.07640000000001","5961","56-85-9","C00064","HMDB00641"
"1465","glutarate (C5-DC)","Lipid","Fatty Acid, Dicarboxylate","396","LC/MS Polar","339","2900","131.035","743","110-94-1","C00489","HMDB00661"
"117","glutaroylcarnitine (C5)","Amino Acid","Lysine Metabolism","44664","LC/MS Pos Early","100001593","2393","276.14420000000001","71464488","102636-82-8",NA,"HMDB13130"
"1080","glycerate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1572","LC/MS Polar","1052","2070.4","105.0193","752","600-19-1","C00258","HMDB00139"
"2501","glycerol","Lipid","Glycerolipid Metabolism","15122","LC/MS Neg","1254","758","91.040099999999995","753","56-81-5","C00116","HMDB00131"
"2502","glycerol 3-phosphate","Lipid","Glycerolipid Metabolism","43847","LC/MS Pos Early","100000258","580","173.02099999999999","754","29849-82-9","C00093","HMDB00126"
"1943","glycerophosphoethanolamine","Lipid","Phospholipid Metabolism","37455","LC/MS Pos Early","100001620","659","216.06319999999999","123874","33049-08-0","C01233","HMDB00114"
"2507","glycerophosphoglycerol","Lipid","Glycerolipid Metabolism","48857","LC/MS Polar","100001619","2430","245.04320000000001","439964",NA,"C03274",NA
"1945","glycerophosphoinositol*","Lipid","Phospholipid Metabolism","52307","LC/MS Neg","100001621","630","333.05919999999998","167572","16824-65-0",NA,NA
"1939","glycerophosphorylcholine (GPC)","Lipid","Phospholipid Metabolism","15990","LC/MS Pos Early","100000269","672","258.11009999999999","71920","28319-77-9","C00670","HMDB00086"
"1944","glycerophosphoserine*","Lipid","Phospholipid Metabolism","57404","LC/MS Pos Early","100015666","577","260.053","3081457",NA,NA,NA
"1","glycine","Amino Acid","Glycine, Serine and Threonine Metabolism","58","LC/MS Pos Early","340","1375","76.039299999999997","750","56-40-6","C00037","HMDB00123"
"5335","glycine conjugate of C10H14O2 (1)*","Partially Characterized Molecules","Partially Characterized Molecules","62146","LC/MS Neg","100020254","4335","222.11359999999999",NA,NA,NA,NA
"3053","glyco-alpha-muricholate","Lipid","Primary Bile Acid Metabolism","62065","LC/MS Neg","100020213","4734","464.30180000000001",NA,NA,NA,NA
"3054","glyco-beta-muricholate","Lipid","Primary Bile Acid Metabolism","62066","LC/MS Neg","100020214","4762","464.30180000000001",NA,NA,NA,NA
"3046","glycochenodeoxycholate","Lipid","Primary Bile Acid Metabolism","32346","LC/MS Neg","1628","5236.1000000000004","448.30680000000001","12544","16564-43-5","C05466","HMDB00637"
"3059","glycochenodeoxycholate 3-sulfate","Lipid","Primary Bile Acid Metabolism","52974","LC/MS Neg","100006641","4820","263.62819999999999",NA,NA,NA,NA
"3057","glycochenodeoxycholate glucuronide (1)","Lipid","Primary Bile Acid Metabolism","52983","LC/MS Neg","100009264","4806","311.66579999999999",NA,NA,NA,NA
"3043","glycocholate","Lipid","Primary Bile Acid Metabolism","18476","LC/MS Neg","342","5163","464.30180000000001","10140","475-31-0;863-57-0","C01921","HMDB00138"
"3104","glycocholenate sulfate*","Lipid","Secondary Bile Acid Metabolism","32599","LC/MS Neg","100001989","4750","254.62289999999999",NA,NA,NA,NA
"3067","glycodeoxycholate","Lipid","Secondary Bile Acid Metabolism","18477","LC/MS Neg","100000436","5281","448.30680000000001","3035026","360-65-6","C05464","HMDB00631"
"3109","glycodeoxycholate 3-sulfate","Lipid","Secondary Bile Acid Metabolism","52975","LC/MS Neg","100006642","4875","263.62819999999999",NA,NA,NA,NA
"3095","glycohyocholate","Lipid","Secondary Bile Acid Metabolism","42574","LC/MS Neg","100004083","5020","464.30180000000001",NA,NA,NA,NA
"3077","glycolithocholate","Lipid","Secondary Bile Acid Metabolism","31912","LC/MS Neg","100001064","5357.1","432.31189999999998","115245","474-74-8","C15557","HMDB00698"
"3078","glycolithocholate sulfate*","Lipid","Secondary Bile Acid Metabolism","32620","LC/MS Neg","100001657","5011","255.63069999999999","72222","15324-64-8","C11301","HMDB02639"
"2722","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","Lipid","Hexosylceramides (HCER)","57595","LC/MS Pos Late","100015882","3414","756.63480000000004",NA,NA,NA,NA
"2726","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","Lipid","Hexosylceramides (HCER)","57453","LC/MS Pos Late","100015745","3380","808.66610000000003",NA,NA,NA,NA
"2708","glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*","Lipid","Hexosylceramides (HCER)","57444","LC/MS Pos Late","100015752","3839","826.67669999999998",NA,NA,NA,NA
"2712","glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*","Lipid","Hexosylceramides (HCER)","57421","LC/MS Pos Late","100015625","3420","782.65049999999997",NA,NA,NA,NA
"2704","glycosyl-N-behenoyl-sphingosine (d18:1/22:0)*","Lipid","Hexosylceramides (HCER)","57371","LC/MS Pos Late","100015622","4058","784.66610000000003",NA,NA,NA,NA
"2707","glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*","Lipid","Hexosylceramides (HCER)","57369","LC/MS Pos Late","100001878","3990","810.68179999999995",NA,NA,NA,NA
"2701","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Hexosylceramides (HCER)","53013","LC/MS Pos Late","100009272","2623","700.57219999999995",NA,NA,NA,NA
"2702","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","Lipid","Hexosylceramides (HCER)","52234","LC/MS Pos Late","100001882","3053","728.60350000000005",NA,NA,NA,NA
"3085","glycoursodeoxycholate","Lipid","Secondary Bile Acid Metabolism","39379","LC/MS Neg","100002911","5033","448.30680000000001","12310288","64480-66-6",NA,"HMDB00708"
"728","glycylvaline","Peptide","Dipeptide","18357","LC/MS Pos Early","100000487","2734","175.10769999999999","97417","1963-21-9",NA,"HMDB28854"
"4022","guaiacol sulfate","Xenobiotics","Benzoate Metabolism","46111","LC/MS Neg","100004208","2344","203.00200000000001","22473",NA,NA,"HMDB60013"
"446","guanidinoacetate","Amino Acid","Creatine Metabolism","43802","LC/MS Polar","344","2884","116.0466","763","352-97-6","C00581","HMDB00128"
"476","guanidinosuccinate","Amino Acid","Guanidino and Acetamido Metabolism","32446","LC/MS Pos Early","100001212","1892","176.06659999999999","97856","6133-30-8","C03139","HMDB03157"
